review,sentiment
"In 2054 Paris, Avalon, a computer generated system, controls the city and when a young woman is kidnapped, detective Karas (Craig) must go against Avalon to find her.<br /><br />Renaissance is a splendid blend of film making mixed with a conceptual futuristic narrative that lights up the screen in a shocking manor with a noir themed ideology and conceptual montages that should delight many.<br /><br />Pixar are the animation masters. Their numerous Oscar winning films are endless from the charming Toy Story to the mystifying Wall-E and so any company or director has a real challenge to knock them of their perch. Renaissance isn't a film aimed for the young audience though, and like 2007's Persepolis, brings a strong and mature approach to the genre of animation to make an older and more challenging film to its targeted older generation.<br /><br />In 2005 Robert Rodriguez released a shockingly brilliant noir Sin City that shook up the whole usage of green screen with a splendid balance of filming in black and white with the odd spurts of colour and a year later, Christian Volckman took up a similar approach with this equally visually masterful stroke of film making.<br /><br />Volckman's picture however is a full on animation but it doesn't half look realistic for the majority of it's strong 1 hour and 40 minutes of running time. The faces of the character's are well portrayed and in particular, this film has got to be the finest ever for the usage of shadow. The fact we never know if its night or day is irrelevant when simply gazing into the stony faces as the shadows blend across their expressions. It is almost a clever use of pathetic fallacy, and is finely directed also.<br /><br />For anyone who has seen Persepolis you will have come to the conclusion it is one of the finest directed animations ever screened for the simple but highly conceptual artistic style by Marjane Satrapi<br /><br />Renaissance is equally on terms with that picture and in many instances rivals it with stronger graphics and a darker tone to reflect the mood. One scene in particular when Karas appears out of darkness is beautifully shot.<br /><br />The narrative revolves around a stubborn and nosey political government who keeps tabs on every citizen. The running of Paris is down to the mysterious Avalon which we don't see nearly enough to get an essence of its true dominance. Renaissance is controlling the narrative around a tired cop's attempts to rescue the mysterious woman, and then we see Craig's tired and boring cop attempt a rescue whilst battling with other elements. There are many things wrong with the scripting, not to mention the tired exasperated cop routine is now old, but there is plenty of dashing adrenaline and springy banter between characters to keep it alive right till a wonderfully shot shocking last couple of stages.","Positive"
"Hilarious and low-budget comedy at it's best. This set of unique individual sketches with extensive self-referential humor is reminiscent of a really raunchy Kids in the Hall. Be prepared for some of the most random and recitation worthy lines, filled with ethnic slurs and awful language. Sex toys included!<br /><br />There should be more comedy like this around today. This collection of sketches on one DVD will warrant many viewings and reviewings in order to appreciate some of the parts. If you enjoyed The State and/or Wet Hot American Summer, get ready for some more glory. If you are even considering this for younger audiences I would say that every child on earth should see this.","Positive"
"I'll say it again... one of the worst films ever made and it was made by the director that made one of my most, favorite films - ""Excalibur"". I was floored to see it got a grade of over six. This movie sucks. It looked terrible. It looked like it was shot in 18 days and Boorman must've been sleeping when he directed this. Arquette didn't do anything. Just plain terrible, rotten, unbearable and probably the only blemish in Boorman's celebrated career.<br /><br />1/10!!!!!","Negative"
"I firmly believe that the best Oscar ceremony in recent years was in 2003 for two reasons: <br /><br />1 ) Host Steve Martin was at his most wittiest: "" I saw the teamsters help Michael Moore into the trunk of his limo "" and "" I'll better not mention the gay mafia in case I wake up with a poodle's head in my bed "" <br /><br />2 ) Surprise winners: No one had Adrien Brody down for best actor ( Genuine applause ) or Roman Polanski for best director ( Genuine jeers and boos ) but they won <br /><br />Last year's award ceremony wasn't too bad but there was little in the way of surprises and I was happy to see RETURN OF THE KING sweep the awards even if it wasn't the best in the trilogy ( FELLOWSHIP was much better )but what let the BBC coverage down was Jonathan Ross getting a few of his sycophantic mates round and pretending they were hilarious when they were anything but . So when I heard Sky were doing the coverage for British TV I was expecting Barry Norman and Mark Kermode to be doing the links , but instead we ended up with Jamie Theakston and Sharon Osbourne ! Oh gawd if British TV are desperate for film critics ( Obviously they are ) I'm sure both Bob The Moo and Theo Robertson will happily fly over to LA to give their honest opinions on the winners and losers <br /><br />Chris Rock wasn't too bad , but he's no Steve Martin while the location seemed to resemble a sports hall with seats put in ! Not much of a glitzy arena in my opinion . The main problem I had with the ceremony was the format with the "" minor "" Oscars handed out to the winners who were sitting in their seats ! There's no such thing as a "" minor "" Oscar and just because the award is for Best Animated Short or Best Costume Design they're as well deserved as Best Picture or Best Director . All the winners should be allowed to march up to the podium . What a bunch of arrogant snobs the Academy are becoming and I quite agree with the comments that this format is disgraceful and if it wasn't for the surprises this could possibly have been the worst ceremony in history . As for the awards themselves <br /><br />Best Supporting Actress - Cate Blanchett . No great surprise for a competitive category <br /><br />Best Supporting Actor - Morgan Freeman . No real complaints since Freeman is one of America's greatest living character actors <br /><br />Best Actor - Jamie Foxx . Most predictable award of the night . Yawn <br /><br />Best Actress - Hilary Swank . Major surprise since everyone thought Annette Benning was going to win simply down to academy politics but Swank did deserve it and gave the best speech of the night <br /><br />Best Director - Clint Eastwood . Major surprise since everyone thought Scorsese was going to get the award simply because he'd never won one . Actually I'm glad about this because if he didn't deserve it for TAXI DRIVER , RAGING BULL or GOODFELLAS he didn't deserve it for THE AVIATOR <br /><br />Best Film - MILLION DOLLAR BABY . Again another major surprise since everyone thought the academy would split the awards for best director and best picture while I thought the Hollywood friendly plot of THE AVIATOR would have made it a dead cert for Best Picture while MDB's controversial subject matter would have turned a lot of voters off <br /><br />What these awards perhaps illustrate is that this year the voters have decided to ignore Oscar politics and genuinely give out awards to people who deserve it something they haven't done in the past , I mean A BEAUTIFUL MIND beating THE FELLOWSHIP OF THE RING for gawd's sake ! And long may the academy vote with their heads instead of their hearts","Negative"
"Ordinarily I really enjoy movies like ""Chances Are,"" but I wasn't quite satisfied with this one for a few reasons. The first half was pretty well done overall, with Alex Finch dying and being reincarnated in a new body (played by Robert Downey Jr.). He meets up with his wife (Cybill Shepherd) and friend (Ryan O'Neal) and his daughter, who is now grown up. The scenes with them meeting again and Downey rediscovering who he once was are well done, and there is a good amount of emotion and happiness once Shepherd finally believes its really her husband reincarnated, but from there the film goes downhill. There are several sex-related scenes that turned me off completely, especially Downey and Shepherd wanting to get together again despite the difference in their age now. After that, however, the film manages to end in the most satisfying way possible, considering the circumstances of the plot. I was disappointed because I did not expect the film to become so immoral by the end. There was great potential with this story, and the scenes in heaven are well done. There is a good theme song sung by Peter Cetera and Cher, but ultimately the film is not great. For a better, similar film, try ""Heaven Can Wait."" Decent, but I really kind of wish I hadn't seen it because of the scenes in the second half.<br /><br />*** out of ****","Positive"
"I saw this movie years ago in a group tradition of Fast Forward Film Festivals, where we would set out to rent a bunch of B-movies and vote for who picked the worst.<br /><br />The night we watched this, it was voted the best, due to semblance of plot and fun costuming.<br /><br />This is certainly a silly, kitschy, movie, to be watched under the full understanding that you are watching low-budget fluff. Personally, however, I wouldn't recommend additional substances ... this movie will leave it's own mark on you.<br /><br />It made enough of an impression on me that I've actually been trying to get my hands on a copy for a few years.<br /><br />A good choice if you are setting out to watch bad movies. This one is fun, and I remember bouncy music ...","Negative"
"My left foot is an epic outstanding film explaining the life and times of Christy Brown,who had cerebral palsy,a severe disability and had only the use of his left foot,but he was defiant,he managed to become an artist and writer against all the odds<br /><br />I have seen this film a lot of times and each time I see it,I find it equally brilliant each time.I wonder how did this amazing film not win an Oscer for best picture,It is a shambles by the academy awards. Jim Shirdan is to me one of the greatest directors in the world.the screenplay,the music and anything else is excellent in this film. As the film goes on,you would nearly feel your in the brown household as everything occurs.Ray MacAnally and Brenda Fricker are amazing as Cristies parents and Fiona Shaw is equally brilliant as d.r Eileen Cole,who helps Christy on his battle of defiance.<br /><br />The Irish film industry had noting much to its name before my left foot.My left foot was the start of a wonderful period in Irish film. films so powerful and brilliant such as the field,the crying game,in the name of the father and Michael Collins followed my left foot.these Irish films were regarded so highly around the world and were nominated for multiple Oscers and won some,A wonderful period for Irish film.My left foot is a powerful outstanding film.<br /><br />Daniel day-lewis plays the crippled Christy Brown so well and so brilliantly and the same goes for Hugh o Conner who plays young Christy.To me those two performances are two of the best ever film performances,especially Daniel day-Lewis's performance which I would regard as high as Antony Hopkins in the silence of the lambs. Daniel day-lewis has proved in his career that he is an great actor.<br /><br />this is an excellent masterpiece in film,see it!","Positive"
"This is a nice piece of work. Very sexy and engaging enough plot to keep my interest throughout. Its main disadvantage is that it seems like it was made-for-TV: Full screen, and though there were several sex scenes, there was absolutely no nudity (but boy did it come close!). Strange, too, since Netflix shows that it was rated R.<br /><br />Nonetheless, very titillating, and I wish Alicia Silverstone made more movies like this.<br /><br />One Netflix reviewer stated that it was part of a series, but I have been unable to find out what series that is. I'd like to find out, though, because this movie was THAT good.<br /><br />Walt D in LV. 8/23/2005","Positive"
"When it comes to horror movies, I am more than willing to suspend disbelief, ignore sub-par production values, and overlook plot holes in the interest of a good scare. This movies simply has no good scares to offer. It can't even be enjoyed as camp. Bad dialogue, bad acting, bad direction, the kills were predictable and poorly staged, the music was annoying, the camera work was wretched, even the costumes were bad. I felt really bad for the actors, who were obviously trying, but who had to deal with terrible, contrived dialogue and an obvious lack of direction. I doubt they got any rehearsal, either. It's embarrassing to watch, and so boring than making it through to the contrived ""surprise"" ending requires tremendous endurance. It's quite easily one of the worst movies I've ever seen.<br /><br />I don't normally write reviews, but this one was so bad that I felt compelled to warn others. This movie is a complete waste of time. If you must watch this movie, don't miss the ""Making of""-featurette. The writer/director seems to be under the impression that making the killer a woman was kind of bold, daring move. (Seen it.) He and the cast spend half an hour deconstructing this film as if it's a new-age ""Citizen Kane."" It's like listening to a group of third-graders take you behind the scenes of their Christmas pageant. They truly think they've created something of substance. It's sad, really The only reason I gave this movie a ""2"" is because I think ""1"" should be reserved for true atrocities, like ""Manos: Hands of Fate"" and ""Space Mutiny."" So ""American Nightmare"" isn't the WORST movie I've ever seen, but I'd have to say that it's somewhere in the bottom fifty.","Negative"
"This Is Pretty Funny. ""Saturday The 12th"", a?... Great Work... I Laughed Every Minute of the movie... This Is Like ""Scary Movie"" for the 1980's. great STUDENT BODIES-styled gags...<br /><br />Too Bad This Isn't On Video... But You Can Still Watch It on FLIX...","Negative"
"The ship may have sunk but the movie didn't!!! Director, James Cameron, from 'The Terminator' did it again with this amazing picture. One of my favorite scenes is 'The Dinner table' scene, in which Rose's family and friends meet Jack after he saves her. Rose has a look on her face that every woman should have when you meet 'THE ONE'...I hope I have that look when I am in the room with my future husband.<br /><br />Jack and Rose have a connection that is 'MOVIE STUFF' but it's good movie stuff. We have the greedy mom and all her elite stuck up associates who live off of their husbands wealth. Rose almost commits suicide but the Gilbert Grape star rescues her. I really liked the hanging over the boat scene. It was a good risk.<br /><br />The movie is long but it's fantastic!!! Good story, good flow, good actors!!! Go see it twice if you want, Its worth it!!!","Positive"
"I went looking for this movie in typical fan obsession. I just wanted to check it out. I was not expecting much of anything. After all, a musician, an actor and a screenplay writer? Not possible for so much talent to reside in one person. Right?? <br /><br />Wrong!! Obsession aside, it quickly became one of my favorites! The story line and characters are not lost in the typical hyped up Hollywood special effects. The story plucks at your emotions and pulls you along. As the credits roll by, you suddenly realize you were glued until the end.<br /><br />At times, the acting seems a little over the top. I do, however, believe it's done with comedic intent and very fitting of the character. Otherwise, I wouldn't have expected the level of acting witnessed.<br /><br />It's worth seeing more than once. I find myself laughing hysterically or gasping unexpectedly over something I either missed or forgot about the first time or two around.<br /><br />I completely recommend this movie. Feel free to go in with your doubts, but I'm sure it will find a place on your shelf.","Positive"
"As has been noted, this formula has been filmed several times, most recently as ""You've Got Mail"", with Tom Hanks and Meg""Trout Pout"" Ryan. Of the several versions, this is my least favorite. The problem i think is that the studio coasted on the Stars charisma, which doesn't quite cut it here.<br /><br />The chemistry betwixt the two leads never comes to a boil in this movie. There are no real sparks. Van Johnson and Judy Garland remind me of day old donuts, pleasant but bland. And when the leads are boring the rest of the movie can only follow. Judy in particular is disappointing. She looks like she has no neck! I don't know if she was having trouble with pain or something but she looks like a turtle trying to pull it's head into it's shell, all hunched up and everything. I couldn't figure out what Van Johnson was getting so hot about. I would have made a bee line for that cute violin player. And Van wasn't great either. I've always thought of him as a rather generic Hollywood leading man and he doesn't do anything to dispel that image here.<br /><br />If you're a fan of the stars or the early 1900's then you might like this movie. But there are a lot more entertaining romantic comedies out there, and they offer you much more than a mouthful of stale confection.","Negative"
"Warner Brothers produced this 3D extravaganza that was the biggest commercial success for westerns in 1953. Guy Madison leads a band of guardhouse soldiers and misfits to rescue two white women being held by Indians, which essentially all there is to this film. The 3D format was in its early stages as a Hollywood gimmick to compete with the growing popularity of home television, and the effects work very well here. The rescuers make off with the ladies and are pursued by the Indians until the white men make their stand at an island in a creek bed. The Indian weaponry comes at the audience non-stop throughout, and a spray of tobacco juice aimed at a rattler is thrown in for good measure. Madison was quite popular as television's Wild Bill Hickock and is good as a displaced cattle rancher who is given his thankless task by the army. For all the film's polish and presentation, the movie was made in just three days.","Positive"
"i tried to sit through this bomb not too long ago.what a disaster .the acting was atrocious.there were some absolutely pathetic action scenes that fell flat as a lead balloon.this was mainly due to the fact that the reactions of the actors just didn't ring true.supposedly a modern reworking of the Hitchcock original ""Lifeboat"".i think Hictcock would be spinning circles in his grave at the very thought of it.from what i was able to suffer through,there is nothing compelling in this movie.it boasts a few semi big names,but they put no effort into their characters.but,you know,to be fair,it was nobody's fault really.i mean,i'm pretty sure the script blew up in the first explosion. LOL.it is possible that this thing ends up improving as it goes along.but for me,i'm not willing to spend at least three days to find out.so unless you have at least a three day weekend on the horizon,avoid this stinker/ 1/10","Negative"
"First of all I would like to point out that this film has absolutely nothing to see with the Dutch folklore story of the ghost ship that is also called THE FLYING DUTCHMAN. In this film, you will not see a single sailing boat. You will not see sailors, ghosts, or anything remotely exciting. It is not the story of the ghost ship, and I wish they had notified it in the main credits or I wouldn't have watched it, because I really thought it was the film about the legend. It seems many people think the film has to do with the legend of the ghost ship, since the film is listed on the Wikipedia page for the ""Flying Dutchman"" legend... I don't understand why. It is maybe based on the resembling legend called ""The Wandering Jew""? Or maybe did they just adapt the worst parts of the legend? The film begins with a fight sequence that would let anyone hope the film will have battle scenes. Unfortunately, it is the only battle scene of the film. Then you see Daniel Emilfork (who was Krank in City of Lost Children) for about two seconds, and that would let anyone hope the film will have good acting. Unfortunately he is very bad in the film. The same thing can be said about Italian actor Nino Manfredi, who was one of Italia's best actors ever, and who here is condemned to embody a crazy bird wrangler with no back story whose only purpose is to seem to be the ""wise man"" of the film. And boy, does that film need wiseness! Every other character of the story seems to enjoy swimming in excrement, yelling, torturing others (in excrement), fornicating (in excrement) or laying in excrement some more just for the fun of it. It seems to be such fun that each character of the story gets to have his or her turn being dumped in feces at a point or another. Coming from a Dutch director, you might think that extreme dirtiness and shockingly real filth are necessary elements in a period piece, elements which contributed to make Dutch filmmaker Paul Verhoeven's film, ""Flesh + Blood"", such a great film. The thought of ""Flesh + Blood"" would let anyone hope that a film similarly filthy and visually straight-forward would be good. Unfortunately, and unlike ""Flesh + Blood"", there is no dramatic progression, no fights, no good acting, and put simply, no ""Flesh and Blood"". The photography, as the opening sequence unfolds, is well-done and enticing. This too, stops very early in the film. The music, from Nicola Piovani (of ""La vità e bella"" fame) is repetitive and annoying, when not irrelevant (it sometimes implies that there is grandeur in a sequence, while on screen the actors are splashing in liquid dung). Throughout the first ""act"" of the film, which lasts nothing less than an hour (!), the film takes place within the same perimeter, which is around the farm where the main characters live. The characters play with excrement a lot, drown in it, play in it. A long period of time elapses through numerous ellipses to allows the main character, a young boy who loves to play in excrement, to become older and play in excrement some more. The bird-man talks a lot to say foolish things in Italian. Spanish conquistadors speak French. Nothing makes sense. Everything is confused and takes hours to happen. Then there is a second act called ""the Ship"", in which we see what might have been a ship, a long time ago, but which is now remains of a ship (covered with excrement did I mention?). The main character, while walking a bit further away from the farm, just happens to run into it, and decides it's really cool so let's live in it. The hunchback who lived in it before is trying to kill him, but he doesn't really mind because (did I mention?) he's not very bright. He thinks the ship can navigate and hopes to sail on it, until more conquistadors show up (at least they seemed to be conquistadors because of the Don Quixote style hats but as I've said it's really confused who's who), make the Dutchman a prisoner, along with the retarded hunchback, and they burn the ship to the ground. The last part of the film, which is really hard to bear for the spectator because it just consists of even more excrement with even more retarded middle-age peasants fighting in it, takes place in a mad asylum. Yet more torture and drowning each other with feces. Yet more loitering for the director, who seems to have definitely given up on his job, or passed onto the second crew camera assistant to do the rest of the job. In the end, a lot of the mentally-challenged new ""friends"" that the Dutchman made die. The woman he had sex with who was his brother's wife to begin with tries to have him meet his son. The Dutchman and his son talk. The film ends after two hours of dungy images and calamitous acting and technical performances. Then the credits roll and the spectator fells immensely free from having to watch atrocious films with no plot that pretend to be something exciting like fantasy films based on legends, while they are nothing but a mere catalog of how full of excrement some films can get when they don't have enough financing powers to put battles instead or even horses.","Negative"
"Just saw this at the Chicago Film Festival - avoid it at all costs unless you have sleep problems. It is a film filled with pretensions - it opens with a minor quote from ""Hiroshima mon amour"" and it's all downhill from there. Camera work - imagine a child trying to imitate Wong Kar Wai. Story line - Smokey Robinson and the Miracles' ""The Love I saw in You Was Just a Mirage"" expanded from 3 minutes to over 2 hours but filled with repetition. For butt numbing pain this film ranks with the benches at the Methodist church my parent dragged me to when I was a kid. I want 2+ hours of my life refunded. Julian Hernandez's promoter prefaced the viewing with comment that the film was ""controversial"" - that is true only for the film's narcotic effect.","Negative"
"I've seen better production quality on YouTube! I pity the actors, as the writing was terrible and the direction shocking, not sure how they could get the lines out - I really doubt any actor would have been able to salvage this movie no matter how good they were. The characters were not developed at all, and there was no real cohesion in the plot which just seemed to go nowhere much. It's a shame really, as the premise for the movie was good and with better production quality, direction and script it could have been a decent movie. It certainly was not a comedy, unless you laugh out loud at the dubbing - which was amateurish, even the English actors sounded weird.","Negative"
"OK. I know that the wanna-be John Hughes movies of the 80s were all unilaterally flat, so the expectations for this film ran pretty low.<br /><br />Still, after sitting through this crap there's one key thing I can't seem to get out of my head:<br /><br />I just sat through an 80s Rob Lowe movie that had no nudity and only hints of sex in them.<br /><br />The acting is awful, the characters boring and flat, the portrayal of Oxford an absolute insult, and the rowing scenes unexciting, uneventful, and inaccurate.<br /><br />Unless you've got some wierd Ally Sheedy or Amanda Pays (or I guess, Rob Lowe) fetish, there's really no reason to see this one.","Negative"
"I guess I am coming late to the party. I just saw this 1995 version of Bye Bye Birdy on Sky TV. I didn't know it existed and was fully prepared to see the 1963 film version when I turned it on.<br /><br />I played Albert a long time ago and I am thinking of putting on an amateur production of the show because I remembered it as being so much fun to do. I was not impressed with this newer version. It just wasn't enough fun. It was not colorful. It lacked the exuberance of youth. The lighting was bad. No one seemed to mention this fact. This is not a moody musical, it is bright and up beat. The lighting decision was a poor creative choice.<br /><br />Bye Bye Birdy is a farce, a comedy of errors. I got no sense of that in this version. The lighting was awful and it dulled the overall performances. The dance numbers seemed anemic as well. We do have music videos these day. At least the dance numbers should have measured up to some of the best of those, or how about some of the best of Broadway. The choreographer was asleep at the wheel it seemed.<br /><br />Although all the actors were supremely talented, there were some really bad casting choices. Vanessa Williams is not Latin, and with so many talented Latin performers out there, wouldn't it have been more correct to cast one of them in the role of Rosie. Vanessa is African American, lovely and talented, but bad casting. Jason Alexander's effort was astounding, he always does intelligent work, but he just wasn't Albert. He was miscast and I think that is obvious to most people who see this version.<br /><br />The medium of film is not the medium of stage. There needs to be translation from one medium to another. The exuberance and the flash of stage musical must be TRANSLATED to film. There is no merit being faithful to a stage script when it is being filmed. The spirit, the essence of the production must be brought forth. To me the 1963 film production of Bye Bye Birdy was bright and lively, while the 1995 production was as gloomy as the lighting and as lackluster as the dance numbers. It turned out to be an unfortunate waste of effort by many really talented people.","Negative"
"A single mother(Diane Keaton) finds herself working several minimum-wage jobs. When she gets fired, she finds that she is unable to support her sons(Michael Seater and Colin Roberts), the latter of whom has asthma. Then she goes to her friend and starts selling drugs. Soon enough, she gets addicted to the drugs that she is selling. Her life comes crashing down, especially when her kids, namely her oldest son, find out the truth and threaten to leave her. Then, she struggles to redeem herself with the help of her kids but can she protect her family from the drug lords who she worked for? <br /><br />Wow! This lifetime movie has some of the best acting I have ever seen! Diane Keaton overacts a lot, and her character comes off as crazy but she was extremely convincing. She is much better suited to drama than to comedy. However, the best performance in the movie comes from Michael Seater, who plays her oldest son. He is perfect as the responsible son who is still young but trying to be the adult in the family. His acting was especially great in the scenes where he confronts his mom about the drugs. Colin Roberts, who plays the younger son, also does a great job.<br /><br />A movie well worth watching, especially because of the acting from Michael Seater and Diane Keaton!","Positive"
"I debated quite a bit over what rating to give this one because it's my least favorite Herschell Gordon Lewis film so far other than The Gruesome Twosome, but it has the best acting I've seen in a Lewis film. However, we all know that's not saying much. Once the movie was done, I was happy because it felt like I had been sitting through a 4 hour movie, though it was only 82 minutes long. I'm trying to see all of HGL's films and that's probably the only reason to see this one.<br /><br />The gore is good as usual, the one thing that Herschell seemed to get right. The acting is just as bad as usual with one exception. That exception is Frank Kress. Now, would I say that he's a good actor? No way, but he's good compared to everyone else. The story is boring and flat and goes no where and by the end, I didn't care what happened just so long as it ended. I know this is a cult classic but I didn't enjoy it very much at all. I hope you will.","Negative"
One of the worst films of it's genre.<br /><br />The only bright spots were Lee Merriwether showing some of the sparkle she would later bring to the Time Tunnel and Batman.<br /><br />A young Patty Duke also outshone the more established actors.<br /><br />,"Negative"
"Being from Canada, I cannot say whether this film is original in the context of Danish cinema - unfortunately, we, here, do not get to see many Danish films in a year! I also cannot comment on Clausen's acting in the context of his other roles - I personally found him quite believable - a touching monstrosity of a man, this Jorgen! As for the actor who played Kenneth - why would his participation in a TV show rule him out as an actor - aren't we over such elitist attitudes? International viewers unaware of his Big Brother participation will find him a fair actor.<br /><br />In spite of the movie's faults (the writing could have been subtler in some instances), I do subscribe to what one could call the 'message' of the film - namely art's essential role in everyday life, art as healing force. Art, as Nietzsche said, sanctifies the lie ('Kunst heiligt die Luege') - it is a holy lie: the wedding scene is fabulous in this sense - a theatrical, not religious, wedding, celebrating love and life as play...","Positive"
"Anyone who lived through the ages of Revenge of the Nerds and Girlpower will appreciate this film. It is one of those films that delivers everything you want in a ""spring break movie"" PLUS it makes fun of the college film genre. It's funny, it's got a cast to die for (Amy Pohler! Rachel Dratch!, Sophie Monk!, Parker Posey! Jane Lynch! Amber Tamblyn! Missi Pyle!) and its guaranteed to make you laugh out loud. Writer/ actor Rachel Dratch is a comic genius and Sophie Monk is such a great villain. Wilson Phillips! OMG! (I'm just repeating myself now...) It will live on with girls who like Miranda July but feel like eating ice cream and pretending they're dumb.","Positive"
Hoppity is a charming if slightly phycadelic animated movie that considering it was made in the 1941 has stood the test of time incredibly well. Now I have to admit I have a soft spot for 'HoppityGoes To Town' (as it is called in the United Kingdom) having watched a VHS version taped of the TV by our parents many times with my siblings.Imagine my surprise when I woke up this morning just in time to catch it on Channel Four (at 0615 never the less!) The film was just as delightful as I remembered it with the animation standing the test of time and a lovely moral tale which should appeal to parents and children alike. Maybe one day I to shall share this forgotten classic with children of my own. With a nice running time for kids (88 Min's)and a simple yet involving storyline there really is something for everyone in this tale of the little guy coming good. I really could see this being successfully remade in CGI. Take note Pixar.,"Positive"
"<br /><br />""Lets swap Murders- your wife, my father""- seemingly innocent conversation between two strangers - Bruno Anthony and Guy Haines when they meet over lunch on a train journey. Guy, a solid, respectable tennis player, whose problem is that his wife, the flirtatious Miriam, won't divorce him so he can marry senators daughter Anne, laughs the whole conversation off as a joke. The following week he isn't laughing any more. In a scene of classic Hitchcock suspense, Bruno stalks Miriam through a carnival and strangles her. As he does, her glasses fall off and we see the murder eerily reflected twice through her lenses. Cold hearted and amoral Bruno, his part of the deal completed, approaches an appalled Guy expecting, even pressuring him into 'doing his bit.' Matters are not helped when Anne's precocious and outspoken younger sister turns up suspecting Guy of Miriam's murder. So accused of a murder he didn't commit and expected to commit another, what is Guy going to do? The power of this film is in the presentation of human beings as having a murderous side to their nature - and this Hitchcock does to perfection.","Positive"
"Miss DeCarlo's starring debut has everything the writers could come up with -- from the Franco-Prussian War to the US Civil War, the great American West, San Francisco in its heyday, ballet, opera, vaudeville, stage coach bandits, and a Chinese junk. Just when you thought the plot couldn't get any screwier, it does. It's magnificent, taken tongue in cheek. DeCarlo's character (here called Anna Marie -- NOT Salome, that's the role she dances) is loosely based on the career of the notorious Lola Montez, who was the mistress of the King of Prussia and caused a revolution when he gave her the crown jewels. She did escape to the American west. There is a town in Arizona called ""Salome, Where She Danced,"" based on the historical fact that Lola Montez did dance the role of Salome there. StageCoach Cleve and the Russian nobleman who fall under her charms are not historically accurate, nor I assume is the Chinese wise man with the Scottish accent -- but it is one of my favorite all time camp classics and DeCarlo is breathtakingly beautiful throughout.","Positive"
"Wow, ""The Curse of Michael Myers"" what a great film. Suspenseful, entertaining, creative and a clever plot which I love. Many hate the 'Thorn' concept, I love it. I think that it gives the Halloween series some plot. Marianne Hagan is a wonderful actress and turns in a excellent performance, especially for her first film and Paul Rudd and Donald Pleasence are great also. My only complaint is that why wasn't Danielle Harris in this film as Jamie? She wanted to return, but the producers said no. I thought J.C Brandy was great, but I love Danielle Harris. Still, I love Halloween: The Curse of Michael Myers. I think The Shape's mask looks the best in this film and George P. Wilbur is the best Michael Myers ever. Incredibly creepy and suspenseful, Halloween 6 rules! <br /><br />I adore this very violent, but immensely enjoyable film. The Halloween horror series - by far the best in the Genre.<br /><br />10 out of 10.","Positive"
"I'm both amused and disgusted by the people who claim that this movie is so accurate about Vietnam, and WERE NEVER THERE. This movie is about as true about the whole Vietnam war as the Rodney King beating is true about ALL police officers. Yes, bad things do (and did) happen, but in general the people there are just like you and me. They have morals, they are not killing machines, they do not all do drugs. Atrocities were the exception in Vietnam, not the rule. They happened far more infrequently than the ""hype"" would lead you believe. Oliver Stone has a knack for making movies that show the Vietnam war as this brutal bloodbath, but are based as much in reality as Star Wars. If you honestly believe the stereotypes of Vietnam, do yourself a favour and learn the truth. Fact: the Viet Cong and NVA did far worse things to the South Vietnamese than ANY soldier in the US Armed Forces ever did. Fact: the soldiers in World War II treated the enemy far worse in general than the soldiers in Vietnam did, and they were WELCOMED when they came home. The fine Americans who served this country in Vietnam deserve our respect; though the war was badly fought from a political standpoint, no one could have asked for more from our soldiers, and it is a great disservice to assert that this kind of ""mostly true"" fiction is the way things really were there.","Negative"
"Let's eliminate any discussion about the use of non-Asian actors playing Asian roles. The movie is 67 years old. In 1937 studio chiefs believed that any actor could/should be able to play any role. Actors were under contracts, and did not always have a choice about what role they played. End of story.<br /><br />This is a truly great epic story of love, individual rights, class strata, and men/women issues. The centerpiece of the film is two brilliant performances by Luise Rainer and Paul Muni. <br /><br />Muni plays Wang, a Chinese farmer, who is about to take a wife (Rainer). From the start, he treats her with respect, during a time when women were looked on as little more than hired help. Without giving too much of the movie away, they go through the highs and lows of all relationships, and even though the story may take place in late 19th/early 20th century,the story and much of their feelings, seems credible.<br /><br />Other than the fact that the movie is about 5-10 minutes longer than it needs to be, and the performances of Charley Grapewin and Walter Connolly are typical 1930's cartoon characters, this is a really wonderful movie that, unfortunately, has become a victim of political correctness.<br /><br />9 out of 10","Positive"
"Shirley MacLaine in another tailor-made role. As the aunt to a single mom in a 1962 working-class Chicago neighborhood, the veteran character actress gets another work-out as a gutsy woman who won't let any set-backs defeat her spirit of success. The children, a pre-teen boy and girl, are drawn to their spirited Aunt Zoe, although the many magic tricks and practical jokes learned from her, and applied at all the wrong opportunities eventually get them expelled from school.<br /><br />The plot is cleverly enveloped in the Cuban Missile Crisis, with all of the social implications. Men building bomb shelters, people watching news programs on what seemed to be the only TV set, at a diner, and a general mist of uneasiness and fear in the air. When a ""harmless"" miracle is blown out of proportions, the climactic conclusion nonetheless makes the viewer feel good. Yes, Virginia, the sun will come up tomorrow! Clearly a small-budget production, this is still a sweet little film, filled with the magic that Sunday Matinees were made of. With a few choice ""Oldies"" thrown into an effective Sound Track, the whole family is sure to enjoy this one.****","Positive"
